"","gene_name","glyma","desc"
"2634","LOC100797542","GLYMA_01G070300","inorganic pyrophosphatase TTM2"
"2635","LOC100797542","GLYMA_01G070300","inorganic pyrophosphatase TTM2"
"2636","LOC100797542","GLYMA_01G070300","inorganic pyrophosphatase TTM2"
"2637","LOC102670213","","uncharacterized LOC102670213"
"2638","LOC102670475","","tubulin alpha chain-like"
"2639","LOC100798605","","protein root UVB sensitive 2, chloroplastic-like"
"2640","LOC112997853","","small nucleolar RNA R71"
"2641","LOC100784302","GLYMA_01G070400","formimidoyltransferase-cyclodeaminase-like"
"2642","MIR4411","gma-MIR4411","microRNA MIR4411"
"2643","MIR4411","gma-MIR4411","microRNA MIR4411"
"2644","MIR10408","gma-MIR10408","microRNA MIR10408"
"2645","MIR10408","gma-MIR10408","microRNA MIR10408"
"2646","LOC102659675","","uncharacterized LOC102659675"
"2647","LOC112997885","","small nucleolar RNA R71"
"2648",".",NA,NA
"2649",".",NA,NA
"2650",".",NA,NA
"2651",".",NA,NA
"2652",".",NA,NA
"2653",".",NA,NA
"2654",".",NA,NA
"2655",".",NA,NA
"2656","LOC106799494","","uncharacterized LOC106799494"
"2657","LOC113002208","","PTI1-like tyrosine-protein kinase At3g15890"
"2658","LOC102663873","","uncharacterized LOC102663873"
"2659","LOC102663873","","uncharacterized LOC102663873"
"2660","LOC100784836","","probable methyltransferase At1g29790"
"2661","LOC102660454","","uncharacterized LOC102660454"
"2662",".",NA,NA
"2663","LOC100785366","","uncharacterized LOC102664135"
"2664",".",NA,NA
"2665","LOC121172625","GLYMA_01G071300v4","S-adenosylmethionine decarboxylase proenzyme-like"
"2666","LOC121174303","","uncharacterized LOC121174303"
"2667","TRNAH-GUG","","transfer RNA histidin (anticodon GUG)"
"2668","LOC100804283","GLYMA_01G071700","protein NSP-INTERACTING KINASE 2"
"2669",".",NA,NA
"2670","LOC102660714","","uncharacterized LOC102660714"
"2671","LOC112998060","","small nucleolar RNA R71"
"2672","LOC100805350","","omega-3 fatty acid desaturase, endoplasmic reticulum-like"
"2673","LOC121174307","","uncharacterized LOC121174307"
"2674","LOC106799500","","guanylate kinase 3, chloroplastic-like"
"2675",".",NA,NA
"2676","LOC100806947","GLYMA_01G072000","F-box/FBD/LRR-repeat protein At1g13570"
"2677","LOC100807479","","uncharacterized LOC100807479"
"2678","LOC106799501","","cullin-associated NEDD8-dissociated protein 1-like"
"2679","LOC121174895","","uncharacterized LOC121174895"
"2680","LOC102661497","","uncharacterized LOC102661497"
"2681","LOC106799505","","uncharacterized LOC106799505"
"2682","LOC113002298","","uncharacterized LOC113002298"
"2683","LOC102664861","GLYMA_01G072800","uncharacterized LOC102664861"
"2684",".",NA,NA
"2685",".",NA,NA
"2686",".",NA,NA
"2687",".",NA,NA
"2688",".",NA,NA
"2689",".",NA,NA
"2690",".",NA,NA
"2691",".",NA,NA
"2692",".",NA,NA
"2693",".",NA,NA
"2694",".",NA,NA
"2695",".",NA,NA
"2696",".",NA,NA
"2697",".",NA,NA
"2698",".",NA,NA
"2699",".",NA,NA
"2700","LOC102662403","GLYMA_01G073100","GATA transcription factor 9"
"2701","LOC112997823","","small nucleolar RNA R71"
"2702","LOC112998011","","small nucleolar RNA R71"
"2703","LOC102662679","","uncharacterized LOC102662679"
"2704","LOC106799507","","uncharacterized LOC106799507"
"2705","LOC113002299","","uncharacterized LOC113002299"
"2706","LOC100781905","","transmembrane emp24 domain-containing protein p24delta3-like"
"2707","LOC100777606","GLYMA_01G074400","uncharacterized LOC100777606"
"2708","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"2709","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"2710","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"2711","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"2712","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"2713","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"2714",".",NA,NA
"2715","LOC112997862","","small nucleolar RNA R71"
"2716","LOC100776196","GLYMA_01G074600","hydroquinone glucosyltransferase"
"2717",".",NA,NA
"2718","LOC100776196","GLYMA_01G074600","hydroquinone glucosyltransferase"
"2719","LOC102668274","","uncharacterized LOC102668274"
"2720","LOC100792964","GLYMA_01G074200","ethylene-responsive transcription factor ERF034"
"2721","LOC100789275","","uncharacterized LOC102667947"
"2722","LOC100789275","","uncharacterized LOC102667947"
"2723","LOC102666232","","uncharacterized LOC102666232"
"2724","LOC100790337","GLYMA_01G074000","E3 ubiquitin-protein ligase BRE1-like 1"
"2725",".",NA,NA
"2726",".",NA,NA
"2727","LOC100790337","GLYMA_01G074000","E3 ubiquitin-protein ligase BRE1-like 1"
"2728","LOC100790337","GLYMA_01G074000","E3 ubiquitin-protein ligase BRE1-like 1"
"2729","LOC112997838","","small nucleolar RNA R71"
"2730","LOC102666643","GLYMA_01G073800","uncharacterized LOC102666643"
"2731","LOC100793478","GLYMA_01G073600","type III polyketide synthase A"
"2732","LOC100795065","","uncharacterized LOC102668433"
"2733",".",NA,NA
"2734","LOC106799512","","uncharacterized LOC106799512"
"2735","LOC106799511","","uncharacterized mitochondrial protein AtMg00310-like"
"2736","LOC106799510","","uncharacterized LOC106799510"
"2737","LOC100796126","","uncharacterized LOC100796126"
"2738","LOC100797182","GLYMA_01G073400","probable helicase CHR10"
"2739","LOC100795056","GLYMA_01G073200","carotenoid cleavage dioxygenase 7, chloroplastic"
"2740","LOC102667660","","uncharacterized LOC102667660"
"2741","LOC102668036","","uncharacterized LOC102668036"
"2742","LOC112997863","","small nucleolar RNA R71"
"2743","LOC100803385","GLYMA_01G074700","nuclear pore complex protein NUP62"
"2744","LOC121175274","","uncharacterized LOC121175274"
"2745","LOC100795590","GLYMA_01G074800","uncharacterized LOC100795590"
"2746","LOC100803923","","probable polygalacturonase At3g15720"
"2747","LOC102668437","","uncharacterized LOC102668437"
"2748","LOC102668701","","uncharacterized mitochondrial protein AtMg00310-like"
"2749","LOC100796646","GLYMA_01G075100","elongation factor G-2, mitochondrial"
"2750","LOC100797173","GLYMA_01G075700","stress-response A/B barrel domain-containing protein At5g22580"
"2751","LOC100806582","GLYMA_01G075800","squamosa promoter-binding-like protein 7"
"2752","LOC100806582","GLYMA_01G075800","squamosa promoter-binding-like protein 7"
"2753","LOC100806582","GLYMA_01G075800","squamosa promoter-binding-like protein 7"
"2754","LOC100808178","GLYMA_01G075900","squamosa promoter-binding-like protein 8"
"2755","LOC100808178","GLYMA_01G075900","squamosa promoter-binding-like protein 8"
"2756","LOC100810309","","uncharacterized LOC106798108"
"2757","LOC100810309","","uncharacterized LOC106798108"
"2758","LOC100810309","","uncharacterized LOC106798108"
"2759","LOC100810309","","uncharacterized LOC106798108"
"2760",".",NA,NA
"2761","MIR10186C","gma-MIR10186c","microRNA MIR10186c"
"2762","MIR10186C","gma-MIR10186c","microRNA MIR10186c"
"2763","LOC112997806","","uncharacterized LOC112997806"
"2764","LOC106799517","","uncharacterized LOC106799517"
"2765","LOC112997855","","small nucleolar RNA R71"
"2766","LOC100797722","GLYMA_01G076200","uncharacterized LOC100797722"
"2767","LOC112998057","","small nucleolar RNA R71"
"2768","LOC112997841","","small nucleolar RNA R71"
"2769","LOC113002300","","uncharacterized LOC113002300"
"2770","LOC112998063","","small nucleolar RNA R71"
"2771","LOC112997867","","small nucleolar RNA R71"
"2772","LOC106799519","","probable RNA-binding protein ARP1"
"2773","LOC112997903","","small nucleolar RNA R71"
"2774","LOC102670027","","uncharacterized LOC102670027"
"2775","LOC100527549","GLYMA_01G076700","uncharacterized LOC100527549"
"2776","LOC121175216","","uncharacterized LOC121175216"
"2777","LOC106799520","","uncharacterized LOC106799520"
"2778","LOC121173608","","uncharacterized LOC121173608"
"2779","LOC112997893","","small nucleolar RNA R71"
"2780","LOC100798250","","calcium-binding protein CML38-like"
"2781","LOC100798775","GLYMA_01G076900","transcription factor UNE10"
"2782","LOC106794592","","uncharacterized LOC106794592"
"2783","LOC106799521","","protein MAIN-LIKE 2-like"
"2784","LOC102670432","","uncharacterized LOC102670432"
"2785","CIM1","GLYMA_01G077000","cytokinin induced message"
"2786","LOC102659360","","uncharacterized LOC102659360"
"2787","LOC100526854","GLYMA_01G077100","CASP-like protein 4"
"2788","LOC100820295","GLYMA_01G077200","DNA repair protein UVH3"
"2789","LOC100820295","GLYMA_01G077200","DNA repair protein UVH3"
"2790",".",NA,NA
"2791",".",NA,NA
"2792",".",NA,NA
"2793",".",NA,NA
"2794",".",NA,NA
"2795","LOC100820295","GLYMA_01G077200","DNA repair protein UVH3"
"2796",".",NA,NA
"2797","LOC112998049","","small nucleolar RNA R71"
"2798","LOC112998041","","small nucleolar RNA R71"
"2799",".",NA,NA
"2800","LOC100799827","GLYMA_01G077300","uncharacterized protein At5g03900, chloroplastic"
"2801",".",NA,NA
"2802","LOC112997865","","small nucleolar RNA R71"
"2803",".",NA,NA
"2804",".",NA,NA
"2805","LOC100800363","GLYMA_01G077400","GPI ethanolamine phosphate transferase 1"
"2806","LOC100800363","GLYMA_01G077400","GPI ethanolamine phosphate transferase 1"
"2807","LOC100800363","GLYMA_01G077400","GPI ethanolamine phosphate transferase 1"
"2808","LOC100776474","","uncharacterized LOC100776474"
"2809",".",NA,NA
"2810","LOC112997967","","small nucleolar RNA R71"
"2811","LOC121174894","","uncharacterized LOC121174894"
"2812","LOC121174894","","uncharacterized LOC121174894"
"2813","LOC121174894","","uncharacterized LOC121174894"
"2814","LOC121174894","","uncharacterized LOC121174894"
"2815","LOC121174894","","uncharacterized LOC121174894"
"2816","LOC100800900","GLYMA_01G077600","protease Do-like 9"
"2817","LOC100800900","GLYMA_01G077600","protease Do-like 9"
"2818","LOC100801438","GLYMA_01G077700","WAT1-related protein At3g28050"
"2819","LOC112998033","","small nucleolar RNA R71"
"2820","LOC112997847","","small nucleolar RNA R71"
"2821",".",NA,NA
"2822","LOC100801971","GLYMA_01G077900","uncharacterized LOC100801971"
"2823","LOC102660806","","uncharacterized mitochondrial protein AtMg00810-like"
"2824","LOC102660924","","uncharacterized LOC102660924"
"2825",".",NA,NA
"2826","LOC100781821","GLYMA_01G078000","plasmodesmata-located protein 8"
"2827","LOC121174521","","uncharacterized LOC121174521"
"2828","LOC112998042","","small nucleolar RNA R71"
"2829","LOC113002301","","uncharacterized LOC113002301"
"2830","LOC100783436","GLYMA_01G078200","auxin-responsive protein SAUR36"
"2831","LOC106794596","","uncharacterized LOC106794596"
"2832","LOC106794596","","uncharacterized LOC106794596"
"2833","LOC106794596","","uncharacterized LOC106794596"
"2834","LOC106794596","","uncharacterized LOC106794596"
"2835",".",NA,NA
"2836","LOC100803017","GLYMA_01G078300","cytochrome P450 83B1"
"2837","LOC112998053","","small nucleolar RNA R71"
"2838",".",NA,NA
"2839","LOC100783971","GLYMA_01G078400","uncharacterized LOC100783971"
"2840","LOC113002302","","uncharacterized mitochondrial protein AtMg00820-like"
"2841","LOC100785564","","uncharacterized LOC100785564"
"2842","LOC106799524","","uncharacterized LOC106799524"
"2843","LOC102661729","","uncharacterized LOC102661729"
"2844","LOC112997882","","small nucleolar RNA R71"
"2845","LOC100786603","","plasma membrane ATPase 4-like"
"2846","LOC100787153","GLYMA_01G078600","protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1"
"2847","LOC100787153","GLYMA_01G078600","protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1"
"2848",".",NA,NA
"2849",".",NA,NA
"2850","LOC121174886","","uncharacterized LOC121174886"
"2851","LOC112997824","","small nucleolar RNA R71"
"2852","LOC100306451","GLYMA_01G078800","alpha-amylase inhibitor/lipid transfer/seed storage family protein"
"2853",".",NA,NA
"2854","LOC100803551","GLYMA_01G079100","protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic"
"2855","LOC100803551","GLYMA_01G079100","protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic"
"2856",".",NA,NA
"2857",".",NA,NA
"2858","LOC102662494","","uncharacterized LOC102662494"
"2859","LOC102662494","","uncharacterized LOC102662494"
"2860","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2861","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2862","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2863","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2864","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2865",".",NA,NA
"2866","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2867",".",NA,NA
"2868",".",NA,NA
"2869",".",NA,NA
"2870","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2871","LOC100804441","GLYMA_01G079300","U6 snRNA phosphodiesterase"
"2872","LOC100792973","GLYMA_01G079500","scarecrow-like protein 27"
"2873",".",NA,NA
"2874","LOC113002303","","uncharacterized LOC113002303"
"2875","LOC112997888","","small nucleolar RNA R71"
"2876","LOC102663179","GLYMA_01G079600","probable glucose-1-phosphate adenylyltransferase large subunit, chloroplastic"
"2877","LOC102663179","GLYMA_01G079600","probable glucose-1-phosphate adenylyltransferase large subunit, chloroplastic"
"2878","LOC102663179","GLYMA_01G079600","probable glucose-1-phosphate adenylyltransferase large subunit, chloroplastic"
"2879","LOC102663179","GLYMA_01G079600","probable glucose-1-phosphate adenylyltransferase large subunit, chloroplastic"
"2880","LOC102663179","GLYMA_01G079600","probable glucose-1-phosphate adenylyltransferase large subunit, chloroplastic"
"2881","LOC102663179","GLYMA_01G079600","probable glucose-1-phosphate adenylyltransferase large subunit, chloroplastic"
"2882","LOC112997873","","small nucleolar RNA R71"
"2883","LOC100797183","GLYMA_01G079800","polygalacturonase"
"2884","LOC112998048","","small nucleolar RNA R71"
"2885","LOC100799313","GLYMA_01G079900","zinc finger protein ZAT9"
"2886","LOC100500678","GLYMA_01G080200","uncharacterized LOC100500678"
"2887","LOC100806396","GLYMA_01G080300","ras-related protein RABA4d"
"2888","LOC102663658","","uncharacterized LOC102663658"
"2889","LOC102663442","","uncharacterized LOC102663442"
"2890","LOC102663574","","uncharacterized LOC102663574"
"2891","LOC102663702","","uncharacterized LOC102663702"
"2892","MKS2","CELE_C30B5.9","MecKel-Gruber Syndrome (MKS) homolog"
"2893","MKS2","CELE_C30B5.9","MecKel-Gruber Syndrome (MKS) homolog"
"2894","LOC112997892","","small nucleolar RNA R71"
"2895","LOC112997825","","small nucleolar RNA R71"
"2896","LOC112997927","","small nucleolar RNA R71"
"2897","LOC102663831","","uncharacterized LOC102663831"
"2898","LOC102663973","GLYMA_01G080500","uncharacterized LOC102663973"
"2899","LOC100807463","GLYMA_01G080600","caffeoylshikimate esterase"
"2900","LOC100807463","GLYMA_01G080600","caffeoylshikimate esterase"
"2901",".",NA,NA
"2902","LOC100808002","GLYMA_01G080700","bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like"
"2903","LOC100808002","GLYMA_01G080700","bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like"
"2904","MIR4391","gma-MIR4391","microRNA MIR4391"
"2905","MIR4391","gma-MIR4391","microRNA MIR4391"
"2906","LOC106799569","","branchpoint-bridging protein-like"
"2907",".",NA,NA
"2908","LOC100306644","GLYMA_01G080900","uncharacterized LOC100306644"
"2909","LOC112997826","","small nucleolar RNA R71"
"2910","LOC102664259","GLYMA_01G081100","ethylene-responsive transcription factor ERF118"
"2911","LOC102664259","GLYMA_01G081100","ethylene-responsive transcription factor ERF118"
"2912",".",NA,NA
"2913","LOC100808526","GLYMA_01G081300","alpha-xylosidase 1"
"2914","MIR9755","gma-MIR9755","microRNA MIR9755"
"2915","MIR9755","gma-MIR9755","microRNA MIR9755"
"2916","LOC112997866","","small nucleolar RNA R71"
"2917","LOC102664527","","uncharacterized LOC102664527"
"2918","LOC102664527","","uncharacterized LOC102664527"
"2919","LOC102664527","","uncharacterized LOC102664527"
"2920","LOC100809066","GLYMA_01G081500","putative DNA repair protein RAD23-3-like"
"2921","LOC100809610","GLYMA_01G081600","protein NRT1/ PTR FAMILY 3.1"
"2922","LOC100810311","GLYMA_01G081700","protein NRT1/ PTR FAMILY 3.1"
"2923","LOC100810836","GLYMA_01G0819001","dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic"
"2924","LOC112997921","","small nucleolar RNA R71"
"2925","LOC100810677","GLYMA_01G082000","DNA-3-methyladenine glycosylase"
"2926","LOC100811914","","uncharacterized LOC100811914"
"2927","LOC102665402","","uncharacterized LOC102665402"
"2928","LOC100811217","GLYMA_01G082200","bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic"
"2929","LOC100811217","GLYMA_01G082200","bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic"
"2930",".",NA,NA
"2931",".",NA,NA
"2932","LOC100306709","GLYMA_01G082400","agenet and bromo-adjacent homology domain-containing protein"
"2933",".",NA,NA
"2934",".",NA,NA
"2935","LOC100811739","GLYMA_01G082500","uncharacterized LOC100811739"
"2936","LOC100811739","GLYMA_01G082500","uncharacterized LOC100811739"
"2937",".",NA,NA
"2938","LOC100813538","GLYMA_01G082600","uncharacterized LOC100813538"
"2939","LOC100814081","GLYMA_01G082700","serine/threonine-protein kinase prpf4B"
"2940","LOC100814081","GLYMA_01G082700","serine/threonine-protein kinase prpf4B"
"2941",".",NA,NA
"2942",".",NA,NA
"2943",".",NA,NA
"2944",".",NA,NA
"2945","LOC100814606","","casein kinase 1-like protein HD16"
"2946",".",NA,NA
"2947","LOC100812818","GLYMA_01G083000","uncharacterized LOC100812818"
"2948",".",NA,NA
"2949","LOC100813353","GLYMA_01G083100","homologous-pairing protein 2 homolog"
"2950","LOC100813891","GLYMA_01G083300","endonuclease 2"
"2951",".",NA,NA
"2952","LOC102666278","","uncharacterized LOC102666278"
"2953","ALMT1","AT2G01830, AHK4, ARABIDOPSIS HISTIDINE KINASE 4, ATCRE1, CRE1, CYTOKININ RESPONSE 1, T23K3.2, T23K3_2, WOL1, WOODEN LEG, WOODEN LEG 1","CHASE domain containing histidine kinase protein"
