"","uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"1103",100784293,"LOC100784293","GLYMA_16G155800","histidinol-phosphate aminotransferase, chloroplastic",94873,"MSTRG.32015","t40","down",NA,NA
"1104",100784380,"LOC100784380","GLYMA_04G090100","transcription factor bHLH93-like",19342,"MSTRG.6697","t40","down",NA,NA
"1105",100784666,"LOC100784666","GLYMA_01G061500","serine/threonine-protein kinase dst1",1464,"MSTRG.543","t40","down",NA,NA
"1106",100785061,"LOC100785061","GLYMA_18G258900","60S ribosomal protein L34",106855,"MSTRG.36110","t40","down",NA,NA
"1107",100785976,"LOC100785976","GLYMA_04G229000","60S acidic ribosomal protein P1",22372,"MSTRG.7560","t40","down",NA,NA
"1108",100786167,"LOC100786167","GLYMA_05G143300","putative hydrolase C777.06c",26429,"MSTRG.8884","t40","down",NA,NA
"1109",100786189,"LOC100786189","GLYMA_13G280300","60S ribosomal protein L5",78739,"MSTRG.26692","t40","down",NA,NA
"1110",100786306,"LOC100786306","GLYMA_19G099600","uncharacterized LOC100786306",109863,"MSTRG.37009","t40","down",NA,NA
"1111",100786479,"LOC100786479","GLYMA_19G110200","GATA transcription factor 5-like",110041,"MSTRG.37072","t40","down",NA,NA
"1112",100786490,"LOC100786490","GLYMA_19G046300","LOB domain-containing protein 41",108696,"MSTRG.36736","t40","down",NA,NA
"1113",100786807,"LOC100786807","GLYMA_02G288900","small nuclear ribonucleoprotein-associated protein B",11400,"MSTRG.3913","t40","down",NA,NA
"1114",100786990,"LOC100786990","GLYMA_10G078400","2-cys peroxiredoxin",56744,"MSTRG.19330","t40","down",NA,NA
"1115",100787024,"LOC100787024","GLYMA_19G193200","60S acidic ribosomal protein P2-2",111780,"MSTRG.37722","t40","down",NA,NA
"1116",100787024,"LOC100787024","GLYMA_19G193200","60S acidic ribosomal protein P2-2",111779,"MSTRG.37722","t40","down",NA,NA
"1117",100787151,"LOC100787151","GLYMA_01G042400","probable serine/threonine-protein kinase PIX7",1074,"MSTRG.436","t40","down",NA,NA
"1118",100787172,"LOC100787172","GLYMA_10G160800","uncharacterized LOC100787172",58687,"MSTRG.19826","t40","down",NA,NA
"1119",100787174,"LOC100787174","GLYMA_18G171400","E3 ubiquitin-protein ligase PRT1",105178,"MSTRG.35553","t40","down",NA,NA
"1120",100787680,"FATB1B","GLYMA_17G120400","myristoyl-acyl carrier protein thioesterase, chloroplastic-like",98663,"MSTRG.33480","t40","down",NA,NA
"1121",100787707,"LOC100787707","GLYMA_10G164100","GRF1-interacting factor 1",58760,"MSTRG.19850","t40","down",NA,NA
"1122",100788131,"LOC100788131","GLYMA_05G157200","mitogen-activated protein kinase 7-like",26777,"MSTRG.9016","t40","down",NA,NA
"1123",100788332,"LOC100788332","GLYMA_06G160400","defensin Ec-AMP-D2",32247,"MSTRG.11071","t40","down",NA,NA
"1124",100788471,"LOC100788471","GLYMA_12G056300","AP2-like ethylene-responsive transcription factor PLT2",68631,"MSTRG.23414","t40","down",NA,NA
"1125",100788575,"LOC100788575","GLYMA_17G218000","U-box domain-containing protein 7",100785,"MSTRG.34108","t40","down",NA,NA
"1126",100788584,"LOC100788584","GLYMA_17G045800, GmSS","sucrose synthase",97058,"MSTRG.32857","t40","down",NA,NA
"1127",100788686,"LOC100788686","GLYMA_06G025600","uncharacterized LOC100788686",29301,"MSTRG.9960","t40","down",NA,NA
"1128",100788688,"LOC100788688","GLYMA_06G164800","rRNA 2'-O-methyltransferase fibrillarin 2",32358,"MSTRG.11112","t40","down",NA,NA
"1129",100788694,"LOC100788694","GLYMA_14G133100","uncharacterized LOC100788694",83519,"MSTRG.28376","t40","down",NA,NA
"1130",100788981,"LOC100788981","GLYMA_19G110900","putative H/ACA ribonucleoprotein complex subunit 1-like protein 1",110054,"MSTRG.37077","t40","down",NA,NA
"1131",100789000,"LOC100789000","GLYMA_04G215900","actin-7",22098,"MSTRG.7449","t40","down",NA,NA
"1132",100789053,"LOC100789053","GLYMA_07G153100","pyruvate decarboxylase 2",38895,"MSTRG.13209","t40","down",NA,NA
"1133",100789332,"LOC100789332","GLYMA_11G130900","histone H3.2",64307,"MSTRG.21989","t40","down",NA,NA
"1134",100789608,"LOC100789608","GLYMA_08G212800","pseudo histidine-containing phosphotransfer protein 6",45991,"MSTRG.15757","t40","down",NA,NA
"1135",100789845,"LOC100789845","GLYMA_10G045900","60S ribosomal protein L35",56045,"MSTRG.19113","t40","down",NA,NA
"1136",100790389,"LOC100790389","GLYMA_11G001400","40S ribosomal protein S29",61636,"MSTRG.20936","t40","down",NA,NA
"1137",100791745,"LOC100791745","GLYMA_01G097500","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like",2268,"MSTRG.742","t40","down",NA,NA
"1138",100791896,"LOC100791896","GLYMA_08G232000","prohibitin-3, mitochondrial",46410,"MSTRG.15905","t40","down",NA,NA
"1139",100791948,"LOC100791948","GLYMA_10G201500","uncharacterized LOC100791948",59508,"MSTRG.20131","t40","down",NA,NA
"1140",100792019,"LOC100792019","GLYMA_06G161700","protein SUPPRESSOR OF GENE SILENCING 3",32281,"MSTRG.11081","t40","down",NA,NA
"1141",100792019,"LOC100792019","GLYMA_06G161700","protein SUPPRESSOR OF GENE SILENCING 3",32282,"MSTRG.11081","t40","down",NA,NA
"1142",100792158,"LOC100792158","GLYMA_04G217100","ribonuclease P protein subunit p25-like protein",22124,"MSTRG.7458","t40","down",NA,NA
"1143",100792416,"LOC100792416","GLYMA_08G232400","uncharacterized LOC100792416",46418,"MSTRG.15907","t40","down",NA,NA
"1144",100792418,"LOC100792418","GLYMA_16G206500","60S ribosomal protein L2, mitochondrial-like",95713,"MSTRG.32322","t40","down",NA,NA
"1145",100792856,"LOC100792856","GLYMA_11G014400","peptidyl-prolyl cis-trans isomerase FKBP53",61960,"MSTRG.21046","t40","down",NA,NA
"1146",100793233,"LOC100793233","GLYMA_20G204200","probable small nuclear ribonucleoprotein Sm D2-like",117608,"MSTRG.39726","t40","down",NA,NA
"1147",100793429,"LOC100793429","GLYMA_13G282400","uncharacterized LOC100793429",78780,"MSTRG.26714","t40","down",NA,NA
"1148",100793630,"LOC100793630","GLYMA_15G213100","peroxisomal 2,4-dienoyl-CoA reductase-like",90182,"MSTRG.30538","t40","down",NA,NA
"1149",100793726,"LOC100793726","GLYMA_03G023500","uncharacterized LOC100793726",12308,"MSTRG.4256","t40","down",NA,NA
"1150",100793880,"LOC100793880","","uncharacterized LOC100793880",57965,"MSTRG.19589","t40","down",NA,NA
"1151",100794055,"LOC100794055","GLYMA_18G048400","deoxyuridine 5'-triphosphate nucleotidohydrolase",102745,"MSTRG.34854","t40","down",NA,NA
"1152",100794110,"LOC100794110","GLYMA_13G126400","60S ribosomal protein L23",75420,"MSTRG.25456","t40","down",NA,NA
"1153",100794689,"LOC100794689","GLYMA_08G129800","protein WHAT'S THIS FACTOR 9, mitochondrial",44270,"MSTRG.15126","t40","down",NA,NA
"1154",100794762,"LOC100794762","GLYMA_18G275800","uncharacterized LOC100794762",107174,"MSTRG.36234","t40","down",NA,NA
"1155",100794816,"LOC100794816","GLYMA_05G222400","1-aminocyclopropane-1-carboxylate oxidase 1",28172,"MSTRG.9531","t40","down",NA,NA
"1156",100795005,"LOC100795005","GLYMA_06G000300","alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",28810,"MSTRG.9767","t40","down",NA,NA
"1157",100795096,"LOC100795096","GLYMA_18G010300","50S ribosomal protein L11",101970,"MSTRG.34548","t40","down",NA,NA
"1158",100795265,"LOC100795265","GLYMA_13G320700","protein saal1",79529,"MSTRG.27002","t40","down",NA,NA
"1159",100795307,"LOC100795307","GLYMA_11G090400","upstream activation factor subunit UAF30",63471,"MSTRG.21657","t40","down",NA,NA
"1160",100795741,"LOC100795741","GLYMA_15G070700","COP1-interacting protein 7",87311,"MSTRG.29605","t40","down",NA,NA
"1161",100795778,"LOC100795778","GLYMA_01G020500","MADS-box transcription factor 23",655,"MSTRG.280","t40","down",NA,NA
"1162",100795875,"LOC100795875","GLYMA_12G030800","glycine-rich protein 2",68129,"MSTRG.23232","t40","down",NA,NA
"1163",100796208,"LOC100796208","GLYMA_20G125700","uncharacterized LOC100796208",115954,"MSTRG.39113","t40","down",NA,NA
"1164",100796380,"LOC100796380","GLYMA_04G218800","programmed cell death protein 2-like",22157,"MSTRG.7469","t40","down",NA,NA
"1165",100796764,"LOC100796764","GLYMA_06G086300","protein NONRESPONDING TO OXYLIPINS 2, mitochondrial",30578,"MSTRG.10437","t40","down",NA,NA
"1166",100796961,"LOC100796961","GLYMA_14G136700","serine/arginine-rich splicing factor RSZ22",83619,"MSTRG.28396","t40","down",NA,NA
"1167",100797105,"LOC100797105","GLYMA_05G239000","40S ribosomal protein S2-4",28568,"MSTRG.9676","t40","down",NA,NA
"1168",100797119,"LOC100797119","GLYMA_13G236300","protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial",77784,"MSTRG.26340","t40","down",NA,NA
"1169",100797625,"LOC100797625","GLYMA_04G200700","rRNA 2'-O-methyltransferase fibrillarin 2",21756,"MSTRG.7340","t40","down",NA,NA
"1170",100798344,"LOC100798344","GLYMA_20G108800","mitochondrial pyruvate carrier 1",115597,"MSTRG.38989","t40","down",NA,NA
"1171",100798373,"LOC100798373","GLYMA_13G103200","ribosomal RNA processing protein 1 homolog",74853,"MSTRG.25273","t40","down",NA,NA
"1172",100798674,"LOC100798674","GLYMA_11G003700","40S ribosomal protein S15a-1",61675,"MSTRG.20952","t40","down",NA,NA
"1173",100798683,"LOC100798683","GLYMA_12G218100","exosome complex exonuclease RRP44 homolog A",72007,"MSTRG.24443","t40","down",NA,NA
"1174",100798895,"LOC100798895","GLYMA_06G087300","uncharacterized LOC100798895",30594,"MSTRG.10442","t40","down",NA,NA
"1175",100799485,"LOC100799485","GLYMA_09G052100","RNA-binding KOW domain-containing protein",50394,"MSTRG.17194","t40","down",NA,NA
"1176",100799491,"LOC100799491","GLYMA_09G240100","plant cysteine oxidase 2",54082,"MSTRG.18376","t40","down",NA,NA
"1177",100799545,"LOC100799545","GLYMA_04G256800","uncharacterized LOC100799545",22986,"MSTRG.7785","t40","down",NA,NA
"1178",100799708,"LOC100799708","GLYMA_11G105900","cold shock protein 2",63833,"MSTRG.21793","t40","down",NA,NA
"1179",100799771,"LOC100799771","GLYMA_06G121500","transcriptional corepressor SEUSS",31354,"MSTRG.10739","t40","down",NA,NA
"1180",100800303,"CYP43","GLYMA_06G070300, GmCYP43","peptidyl-prolyl cis-trans isomerase CYP43",30206,"MSTRG.10309","t40","down",NA,NA
"1181",100800447,"LOC100800447","GLYMA_12G166500","MACPF domain-containing protein At4g24290",70941,"MSTRG.24063","t40","down",NA,NA
"1182",100800528,"SWEET26","GLYMA_08G360500, GmSWEET26","sugar efflux transporter SWEET26",49146,"MSTRG.16734","t40","down",NA,NA
"1183",100800993,"LOC100800993","GLYMA_12G227900","chromatin remodeling protein EBS-like",72164,"MSTRG.24515","t40","down",NA,NA
"1184",100801229,"LOC100801229","GLYMA_15G048700","pinin",86867,"MSTRG.29428","t40","down",NA,NA
"1185",100801450,"LOC100801450","GLYMA_09G094800","60S ribosomal protein L39",51245,"MSTRG.17459","t40","down",NA,NA
"1186",100801545,"LOC100801545","GLYMA_05G133100","E3 ubiquitin-protein ligase UPL1",26218,"MSTRG.8805","t40","down",NA,NA
"1187",100801741,"LOC100801741","GLYMA_06G135800","60S acidic ribosomal protein P1",31682,"MSTRG.10854","t40","down",NA,NA
"1188",100801918,"LOC100801918","GLYMA_06G122600","alcohol dehydrogenase 1",31372,"MSTRG.10741","t40","down",NA,NA
"1189",100802041,"LOC100802041","GLYMA_19G128800, GmPIN1e, PIN10a","auxin efflux transporter family protein",110428,"MSTRG.37229","t40","down",NA,NA
"1190",100802042,"LOC100802042","GLYMA_19G019000","uncharacterized LOC100802042",108125,"MSTRG.36578","t40","down",NA,NA
"1191",100802339,"LOC100802339","GLYMA_09G225900","equilibrative nucleotide transporter 1",53779,"MSTRG.18273","t40","down",NA,NA
"1192",100803038,"LOC100803038","GLYMA_17G238200","probable isoaspartyl peptidase/L-asparaginase 2",101251,"MSTRG.34278","t40","down",NA,NA
"1193",100803056,"LOC100803056","GLYMA_10G089200","actin-related protein 7",56974,"MSTRG.19381","t40","down",NA,NA
"1194",100803594,"LOC100803594","GLYMA_18G124600","ubiquitin-conjugating enzyme E2 2",104157,"MSTRG.35319","t40","down",NA,NA
"1195",100803701,"LOC100803701","GLYMA_07G114900","50S ribosomal protein L4, chloroplastic",38085,"MSTRG.12949","t40","down",NA,NA
"1196",100803820,"LOC100803820","GLYMA_04G008700","zinc finger protein GIS2",17567,"MSTRG.6019","t40","down",NA,NA
"1197",100803820,"LOC100803820","GLYMA_04G008700","zinc finger protein GIS2",17568,"MSTRG.6019","t40","down",NA,NA
"1198",100803850,"LOC100803850","GLYMA_05G059600","40S ribosomal protein S30",24468,"MSTRG.8364","t40","down",NA,NA
"1199",100803911,"LOC100803911","GLYMA_01G103500","auxin response factor 9",2415,"MSTRG.769","t40","down",NA,NA
"1200",100804154,"LOC100804154","GLYMA_19G164500","protein root UVB sensitive 2, chloroplastic",111175,"MSTRG.37499","t40","down",NA,NA
"1201",100804417,"LOC100804417","GLYMA_07G002000","uncharacterized LOC100804417",35673,"MSTRG.12088","t40","down",NA,NA
"1202",100804466,"LOC100804466","","uncharacterized LOC100804466",10946,"MSTRG.3733","t40","down",NA,NA
"1203",100804776,"LOC100804776","GLYMA_08G131500","60S acidic ribosomal protein P3",44305,"MSTRG.15138","t40","down",NA,NA
"1204",100804817,"LOC100804817","GLYMA_09G257500","uncharacterized LOC100804817",54409,"MSTRG.18510","t40","down",NA,NA
"1205",100805220,"LOC100805220","GLYMA_11G030700","thylakoid lumenal protein TL20.3, chloroplastic",62291,"MSTRG.21175","t40","down",NA,NA
"1206",100805411,"LOC100805411","GLYMA_19G115300","plant cysteine oxidase 2",110150,"MSTRG.37121","t40","down",NA,NA
"1207",100805957,"LOC100805957","GLYMA_04G122700","60S ribosomal protein L13-1",20018,"MSTRG.6872","t40","down",NA,NA
"1208",100806196,"LOC100806196","GLYMA_15G077400","protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial",87474,"MSTRG.29663","t40","down",NA,NA
"1209",100806454,"LOC100806454","GLYMA_10G048100","two-component response regulator-like APRR7",56098,"MSTRG.19129","t40","down",NA,NA
"1210",100806473,"LOC100806473","GLYMA_19G115600","plant cysteine oxidase 2",110158,"MSTRG.37124","t40","down",NA,NA
"1211",100807176,"LOC100807176","GLYMA_04G063000","60S ribosomal protein L39",18690,"MSTRG.6467","t40","down",NA,NA
"1212",100807247,"LOC100807247","GLYMA_07G257700","stem-specific protein TSJT1",41088,"MSTRG.13908","t40","down",NA,NA
"1213",100807339,"LOC100807339","GLYMA_11G195800","P-loop NTPase domain-containing protein LPA1 homolog 1",65262,"MSTRG.22321","t40","down",NA,NA
"1214",100807850,"LOC100807850","GLYMA_18G197600","sulfoquinovosyl transferase SQD2",105670,"MSTRG.35694","t40","down",NA,NA
"1215",100807854,"LOC100807854","GLYMA_18G297100","LOB domain-containing protein 41",107606,"MSTRG.36394","t40","down",NA,NA
"1216",100807864,"LOC100807864","GLYMA_03G189700","pyruvate kinase 1, cytosolic",15782,"MSTRG.5313","t40","down",NA,NA
"1217",100808209,"LOC100808209","GLYMA_10G172300","glucan endo-1,3-beta-glucosidase 11",58930,"MSTRG.19907","t40","down",NA,NA
"1218",100808934,"LOC100808934","GLYMA_03G189600","Myb/SANT-like DNA-binding domain-containing protein",15780,"MSTRG.5312","t40","down",NA,NA
"1219",100809096,"LOC100809096","GLYMA_02G085300","40S ribosomal protein S2-4",7108,"MSTRG.2484","t40","down",NA,NA
"1220",100809240,"LOC100809240","GLYMA_17G098900","transcription factor bHLH47",98227,"MSTRG.33292","t40","down",NA,NA
"1221",100809393,"LOC100809393","GLYMA_15G020700","profilin-4",86170,"MSTRG.29189","t40","down",NA,NA
"1222",100809419,"LOC100809419","GLYMA_16G127100","pathogenesis-related thaumatin-like protein 3.5",94259,"MSTRG.31802","t40","down",NA,NA
"1223",100809485,"LOC100809485","GLYMA_03G235800","ATP-dependent Clp protease proteolytic subunit-related protein 3, chloroplastic-like",16749,"MSTRG.5712","t40","down",NA,NA
"1224",100810310,"LOC100810310","GLYMA_17G143200","60S ribosomal protein L15-1",99110,"MSTRG.33655","t40","down",NA,NA
"1225",100810363,"LOC100810363","GLYMA_11G019500","40S ribosomal protein S2-4",62071,"MSTRG.21087","t40","down",NA,NA
"1226",100810689,"LOC100810689","GLYMA_17G083200","H/ACA ribonucleoprotein complex subunit 2-like protein",97862,"MSTRG.33165","t40","down",NA,NA
"1227",100811085,"LOC100811085","GLYMA_03G207700","40S ribosomal protein S28",16158,"MSTRG.5476","t40","down",NA,NA
"1228",100811093,"LOC100811093","GLYMA_11G139600","epsin-3",64471,"MSTRG.22062","t40","down",NA,NA
"1229",100811107,"LOC100811107","GLYMA_04G068400","transcription initiation factor TFIID subunit 15",18817,"MSTRG.6517","t40","down",NA,NA
"1230",100811636,"LOC100811636","GLYMA_19G167800","60S ribosomal protein L23",111244,"MSTRG.37525","t40","down",NA,NA
"1231",100811901,"LOC100500445","","transcription factor MYB21-like",41890,"MSTRG.14202","t40","down",NA,NA
"1232",100811945,"HSF-21","GLYMA_10G029600, GmHSF-21","heat stress transcription factor 21",55722,"MSTRG.18995","t40","down",NA,NA
"1233",100811997,"LOC100811997","GLYMA_20G098400","calreticulin",115359,"MSTRG.38890","t40","down",NA,NA
"1234",100812117,"LOC100812117","GLYMA_02G103600","40S ribosomal protein S16",7552,"MSTRG.2622","t40","down",NA,NA
"1235",100812187,"LOC100812187","GLYMA_04G042100","probable isoaspartyl peptidase/L-asparaginase 2-like",18270,"MSTRG.6305","t40","down",NA,NA
"1236",100813075,"LOC100813075","GLYMA_12G055000","lysine-specific demethylase JMJ30",68608,"MSTRG.23405","t40","down",NA,NA
"1237",100813165,"LOC100813165","GLYMA_16G070900","glycine-rich RNA-binding protein 3, mitochondrial",92990,"MSTRG.31495","t40","down",NA,NA
"1238",100813408,"LOC100813408","GLYMA_10G044800","WAT1-related protein At2g37460",56018,"MSTRG.19104","t40","down",NA,NA
"1239",100813601,"LOC100813601","GLYMA_11G032800","40S ribosomal protein S30",62338,"MSTRG.21194","t40","down",NA,NA
"1240",100813931,"LOC100813931","GLYMA_18G107600","probable receptor-like protein kinase At2g42960",103828,"MSTRG.35235","t40","down",NA,NA
"1241",100814175,"LOC100814175","GLYMA_13G046300","LOB domain-containing protein 41",73659,"MSTRG.24846","t40","down",NA,NA
"1242",100814347,"LOC100814347","","uncharacterized LOC100814347",24685,"MSTRG.8419","t40","down",NA,NA
"1243",100814521,"LOC100814521","GLYMA_12G028300","delta(24)-sterol reductase",68055,"MSTRG.23210","t40","down",NA,NA
"1244",100814593,"LOC100814593","GLYMA_01G131100","aspartate aminotransferase, mitochondrial",2966,"MSTRG.918","t40","down",NA,NA
"1245",100814873,"LOC100814873","GLYMA_12G200600","uncharacterized LOC100814873",71691,"MSTRG.24306","t40","down",NA,NA
"1246",100814897,"LOC100814897","GLYMA_05G058100","L-lactate dehydrogenase B",24439,"MSTRG.8351","t40","down",NA,NA
"1247",100815403,"LOC100815403","GLYMA_12G200800","uncharacterized LOC100815403",71694,"MSTRG.24308","t40","down",NA,NA
"1248",100815710,"LOC100815710","GLYMA_11G081600","uncharacterized LOC100815710",63316,"MSTRG.21585","t40","down",NA,NA
"1249",100816661,"LOC100816661","GLYMA_13G149700","putative mediator of RNA polymerase II transcription subunit 26",75933,"MSTRG.25655","t40","down",NA,NA
"1250",100816661,"LOC100816661","GLYMA_13G149700","putative mediator of RNA polymerase II transcription subunit 26",75932,"MSTRG.25655","t40","down",NA,NA
"1251",100816874,"LOC100816874","GLYMA_08G048200","40S ribosomal protein S16",42560,"MSTRG.14465","t40","down",NA,NA
"1252",100816988,"LOC100816988","GLYMA_04G237300","spermine synthase",22605,"MSTRG.7635","t40","down",NA,NA
"1253",100817130,"LOC100817130","GLYMA_18G132500","probable inactive purple acid phosphatase 1",104355,"MSTRG.35358","t40","down",NA,NA
"1254",100817224,"LOC100817224","GLYMA_15G147300","uncharacterized LOC100817224",88730,"MSTRG.30163","t40","down",NA,NA
"1255",100817338,"LOC100817338","GLYMA_12G115400","uncharacterized LOC100817338",69833,"MSTRG.23817","t40","down",NA,NA
"1256",100817521,"LOC100817521","GLYMA_20G050300","alcohol dehydrogenase-like 7",114235,"MSTRG.38591","t40","down",NA,NA
"1257",100817574,"LOC100817574","GLYMA_14G213600","plasmodesmata-located protein 7",85429,"MSTRG.28912","t40","down",NA,NA
"1258",100817824,"LOC100817824","GLYMA_18G147100","pre-rRNA-processing protein TSR2",104668,"MSTRG.35447","t40","down",NA,NA
"1259",100817900,"LOC100817900","GLYMA_13G025700","N-acetyltransferase 9-like",73087,"MSTRG.24711","t40","down",NA,NA
"1260",100817911,"LOC100817911","GLYMA_06G297600","uncharacterized LOC100817911",34974,"MSTRG.11854","t40","down",NA,NA
"1261",100818200,"LOC100818200","GLYMA_03G205800","40S ribosomal protein S28",16111,"MSTRG.5451","t40","down",NA,NA
"1262",100818410,"LOC100818410","GLYMA_12G131700","60S ribosomal protein L11",70086,"MSTRG.23877","t40","down",NA,NA
"1263",100818414,"LOC100818414","GLYMA_20G132800","mitotic checkpoint protein BUB3.1",116105,"MSTRG.39172","t40","down",NA,NA
"1264",100818450,"LOC100818450","GLYMA_06G297800","uncharacterized LOC100818450",34983,"MSTRG.11859","t40","down",NA,NA
"1265",100819098,"LOC100819098","GLYMA_19G051500","E3 ubiquitin-protein ligase RGLG2",108792,"MSTRG.36759","t40","down",NA,NA
"1266",100819405,"LOC100819405","GLYMA_17G187300","2-aminoethanethiol dioxygenase-like",100044,"MSTRG.33955","t40","down",NA,NA
"1267",100819571,"LOC100819571","GLYMA_01G062400","putative copper amine oxidase",1486,"MSTRG.551","t40","down",NA,NA
"1268",100819707,"LOC100819707","GLYMA_06G316500","S-adenosylmethionine-dependent methyltransferases superfamily protein",35355,"MSTRG.11994","t40","down",NA,NA
"1269",100819947,"LOC100819947","GLYMA_17G130400","zinc finger protein SHOOT GRAVITROPISM 5",98876,"MSTRG.33564","t40","down",NA,NA
"1270",100820121,"LOC100820121","GLYMA_09G061200","calcium-transporting ATPase 8, plasma membrane-type",50618,"MSTRG.17261","t40","down",NA,NA
"1271",100820292,"LOC100820292","GLYMA_17G117100","early nodulin-93-like",98595,"MSTRG.33446","t40","down",NA,NA
"1272",102577934,"C4H1","","cinnamate 4-hydroxylase CYP73",115685,"MSTRG.39030","t40","down",NA,NA
"1273",102660769,"LOC102660769","GLYMA_20G115300","ethylene-responsive transcription factor ERF118",115720,"MSTRG.39041","t40","down",NA,NA
"1274",102661113,"LOC102661113","GLYMA_08G180500","protein SODIUM POTASSIUM ROOT DEFECTIVE 3",45325,"MSTRG.15512","t40","down",NA,NA
"1275",102662805,"LOC102662805","GLYMA_06G184300","uncharacterized LOC102662805",32774,"MSTRG.11262","t40","down",NA,NA
"1276",102665105,"LOC102665105","GLYMA_09G140800","E3 ubiquitin-protein ligase ATL31",52154,"MSTRG.17682","t40","down",NA,NA
"1277",102665140,"LOC102665140","GLYMA_19G140500","uncharacterized LOC102665140",110667,"MSTRG.37319","t40","down",NA,NA
"1278",102665617,"LOC102665617","GLYMA_11G022400","brassinosteroid-responsive RING protein 1",62129,"MSTRG.21114","t40","down",NA,NA
"1279",102666841,"LOC100777575","","cyprosin-like",109546,"MSTRG.36922","t40","down",NA,NA
"1280",102667101,"LOC102667101","","uncharacterized LOC102667101",75684,"MSTRG.25565","t40","down",NA,NA
"1281",102668075,"LOC102668075","","uncharacterized LOC102668075",65706,"MSTRG.22463","t40","down",NA,NA
"1282",102669499,"LOC102669499","GLYMA_07G087300","uncharacterized LOC102669499",37520,"MSTRG.12761","t40","down",NA,NA
"1283",102670364,"LOC102670364","GLYMA_04G014000","polyol transporter 5",17676,"MSTRG.6062","t40","down",NA,NA
"1284",106794096,"LOC106794096","GLYMA_17G054900","transmembrane protein 258",97268,"MSTRG.32946","t40","down",NA,NA
"1285",106795008,"LOC106795008","GLYMA_10G260700","uncharacterized LOC106795008",60761,"MSTRG.20597","t40","down",NA,NA
"1286",106796022,"LOC106796022","","uncharacterized LOC106796022",81874,"MSTRG.27863","t40","down",NA,NA
"1287",106796585,"LOC106796585","GLYMA_16G127200","cold shock domain-containing protein 3",94260,"MSTRG.31803","t40","down",NA,NA
"1288",106798417,"LOC100810235","","uncharacterized LOC106798417",20616,"MSTRG.7021","t40","down",NA,NA
"1289",106798613,"LOC106798613","","uncharacterized LOC106798613",19519,"MSTRG.6758","t40","down",NA,NA
"1290",106799481,"LOC106799481","","uncharacterized LOC106799481",40046,"MSTRG.13519","t40","down",NA,NA
"1291",112997632,"LOC100809404","","protein LURP-one-related 10-like",92968,"MSTRG.31488","t40","down",NA,NA
"1292",112997784,"LOC112997784","GLYMA_01G184900","precursor of CEP7",4094,"MSTRG.1333","t40","down",NA,NA
"1293",112998429,"LOC112998429","","small nucleolar RNA snoR143",66502,"MSTRG.22663","t40","down",NA,NA
"1294",112999036,"LOC112999036","","18S ribosomal RNA",119158,"MSTRG.40290","t40","down",NA,NA
"1295",112999193,"LOC112999193","","28S ribosomal RNA",119073,"MSTRG.40259","t40","down",NA,NA
"1296",112999213,"LOC112999213","","28S ribosomal RNA",73053,"MSTRG.24702","t40","down",NA,NA
"1297",112999750,"IF7GT3","GLYMA_16G175200, GmIF7GT3","isoflavone 7-O-glucosyltransferase UGT3",95210,"MSTRG.32138","t40","down",NA,NA
"1298",113000298,"LOC113000298","","small nucleolar RNA SNORD25",102990,"MSTRG.34937","t40","down",NA,NA
"1299",113001441,"LOC113001441","GLYMA_04G007900","30S ribosomal protein S31, mitochondrial",17551,"MSTRG.6012","t40","down",NA,NA
"1300",113001804,"LOC113001804","","small nucleolar RNA SNORD14",28368,"MSTRG.9598","t40","down",NA,NA
"1301",113002019,"LOC113002019","","small nucleolar RNA Z152/R70/R12",118818,"MSTRG.40131","t40","down",NA,NA
"1302",121173836,"LOC121173836","","40S ribosomal protein S30",99084,"MSTRG.33651","t40","down",NA,NA
"1303",121174643,"LOC121174643","","receptor-like serine/threonine-protein kinase At2g45590",12248,"MSTRG.4233","t40","down",NA,NA
"1304",NA,".",NA,NA,103657,"MSTRG.35188","t40","down",NA,NA
"1305",NA,".",NA,NA,63478,"MSTRG.21659","t40","down",NA,NA
"1306",NA,".",NA,NA,107687,"MSTRG.36423","t40","down",NA,NA
"1307",NA,".",NA,NA,588,"MSTRG.256","t40","down",NA,NA
"1308",NA,".",NA,NA,49021,"MSTRG.16688","t40","down",NA,NA
"1309",NA,".",NA,NA,118978,"MSTRG.40165","t40","down",NA,NA
"1310",NA,".",NA,NA,101830,"MSTRG.34488","t40","down",NA,NA
"1311",NA,".",NA,NA,66912,"MSTRG.22826","t40","down",NA,NA
"1312",NA,".",NA,NA,16280,"MSTRG.5525","t40","down",NA,NA
"1313",NA,".",NA,NA,96547,"MSTRG.32641","t40","down",NA,NA
"1314",NA,".",NA,NA,55540,"MSTRG.18921","t40","down",NA,NA
"1315",NA,".",NA,NA,26551,"MSTRG.8923","t40","down",NA,NA
"1316",NA,".",NA,NA,6471,"MSTRG.2257","t40","down",NA,NA
"1317",NA,".",NA,NA,89389,"MSTRG.30352","t40","down",NA,NA
"1318",NA,".",NA,NA,116062,"MSTRG.39149","t40","down",NA,NA
"1319",NA,".",NA,NA,105623,"MSTRG.35683","t40","down",NA,NA
